Car_name,Model_year,Present_price,Cost_price,Reselling_price,Km_driven,Fuel,Seller,transmission,owner,Seats,Location,Mileage,Engine,Power
Honda Brio E MT,2013,0.54,0.3,0.45,70000,Petrol,Individual,Manual,Second Owner,5,Kochi,22.7 kmpl,1498 CC,89.84 bhp
Maruti Swift VVT ZXI,2017,0.54,0.3,0.45,60000,Petrol,Individual,Manual,First Owner,7,Mumbai,13.0 kmpl,2982 CC,168.5 bhp
Tata Indigo CR4,2011,0.55,0.3,0.45,155500,Diesel,Individual,Manual,First Owner,5,Chennai,21.5 kmpl,1498 CC,108.5 bhp
Hyundai i10 Asta AT,2011,0.81,0.27,0.42,50000,Petrol,Individual,Automatic,Second Owner,5,Jaipur,20.0 kmpl,1399 CC,68 bhp
Chevrolet Beat LT,2016,0.73,0.27,0.42,40000,Petrol,Individual,Manual,First Owner,5,Mumbai,15.3 kmpl,2993 CC,258 bhp
Maruti Swift VDI BSIV,2015,0.54,0.25,0.4,100000,Diesel,Individual,Manual,Third Owner,5,Coimbatore,19.27 kmpl,2143 CC,167.62 bhp
Maruti Alto LXi,2012,0.83,0.25,0.4,80000,Petrol,Individual,Manual,Third Owner,5,Bangalore,19.4 kmpl,1198 CC,86.8 bhp
Chevrolet Beat LT,2011,0.55,0.25,0.4,90000,Petrol,Individual,Manual,Second Owner,5,Delhi,20.36 kmpl,1197 CC,78.9 bhp
Renault Duster 110PS Diesel RxZ,2013,0.64,0.25,0.4,90000,Diesel,Individual,Manual,Second Owner,5,Bangalore,17.9 kmpl,2143 CC,170 bhp
Hyundai Santro Xing XG,2006,0.51,0.25,0.4,110000,Petrol,Individual,Manual,Third Owner,5,Kolkata,18.9 kmpl,1197 CC,81.86 bhp
Maruti Swift Dzire ZXI Plus,2019,0.72,0.23,0.38,15000,Petrol,Individual,Manual,First Owner,5,Mumbai,17.68 kmpl,1968 CC,174.33 bhp
Maruti 800 AC,2007,0.787,0.23,0.38,100000,Petrol,Individual,Manual,Second Owner,5,Mumbai,14.4 kmpl,1598 CC,103.6 bhp
Maruti Alto K10 LXI CNG,2020,1.05,0.2,0.35,40000,CNG,Individual,Manual,First Owner,5,Jaipur,16.6 kmpl,1998 CC,112 bhp
Maruti 800 Std BSII,2004,0.57,0.2,0.35,60000,Petrol,Individual,Manual,Second Owner,5,Bangalore,22.54 kmpl,1396 CC,88.73 bhp
Tata Nano LX SE,2013,0.52,0.2,0.35,25000,Petrol,Individual,Manual,First Owner,5,Mumbai,17.68 kmpl,1968 CC,174.33 bhp
Hyundai i20 Magna 1.2,2016,1.05,0.16,0.31,25000,Petrol,Individual,Manual,First Owner,5,Jaipur,25.44 kmpl,936 CC,57.6 bhp
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,0.51,0.15,0.3,23000,Petrol,Individual,Manual,First Owner,5,Kochi,13.7 kmpl,1798 CC,157.75 bhp
Maruti Alto K10 VXI,2018,0.48,0.15,0.3,22155,Petrol,Individual,Manual,First Owner,5,Chennai,17.8 kmpl,1399 CC,68 bhp
Maruti Ciaz 1.4 Delta,2018,0.58,0.15,0.3,70000,Petrol,Individual,Manual,First Owner,5,Hyderabad,22.48 kmpl,1995 CC,190 bhp
Maruti Alto LX,2009,0.47,0.12,0.27,60000,Petrol,Individual,Manual,Second Owner,5,Jaipur,12.9 kmpl,1598 CC,102.5 bhp
Hyundai i20 Asta,2009,0.75,0.1,0.25,110000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,22.07 kmpl,1199 CC,73.9 bhp
Tata Nexon 1.2 Revotron XM,2018,0.58,0.1,0.25,30000,Petrol,Individual,Manual,First Owner,8,Mumbai,19.98 kmpl,1461 CC,108.5 bhp
Mahindra Bolero Power Plus SLX,2019,0.52,0.1,0.25,15000,Diesel,Individual,Manual,First Owner,5,Bangalore,13.0 kmpl,2143 CC,201.1 bhp
Maruti Zen D,2003,0.51,0.1,0.25,100000,Diesel,Individual,Manual,Second Owner,5,Kochi,21.4 kmpl,1197 CC,83.1 bhp
Volkswagen Vento Celeste 1.5 TDI Highline AT,2016,0.57,0.1,0.25,70000,Diesel,Individual,Automatic,First Owner,5,Delhi,22.32 kmpl,1582 CC,126.32 bhp
Maruti Eeco 7 Seater Standard BSIV,2017,0.57,0.05,0.2,24000,Petrol,Individual,Manual,First Owner,5,Kochi,19.81 kmpl,1086 CC,68.05 bhp
Honda City 1.5 EXI,2005,0.75,0.05,0.2,120000,Petrol,Individual,Manual,Second Owner,7,Kochi,15.4 kmpl,1997 CC,120 bhp
Mercedes-Benz New C-Class 220 CDI AT,2013,0.57,0.05,0.2,35000,Diesel,Individual,Automatic,First Owner,5,Coimbatore,12.7 kmpl,2179 CC,187.7 bhp
Maruti SX4 Zxi with Leather BSIII,2007,0.75,0.05,0.2,78380,Petrol,Individual,Manual,First Owner,5,Chennai,20.0 kmpl,1399 CC,68 bhp
Renault Duster 110PS Diesel RxZ,2012,0.65,0.05,0.2,110000,Diesel,Individual,Manual,Second Owner,7,Mumbai,25.47 kmpl,1248 CC,88.50 bhp
Ford Figo Diesel Titanium,2010,0.787,0.05,0.2,90000,Diesel,Individual,Manual,Third Owner,5,Ahmedabad,0.0 kmpl,1249 CC,88.50 bhp
Ford Figo Diesel Titanium,2011,0.32,0.03,0.18,90000,Diesel,Individual,Manual,Third Owner,5,Kolkata,25.8 kmpl,1498 CC,98.6 bhp
Maruti Swift Dzire VDi,2009,0.52,0.02,0.17,150000,Diesel,Individual,Manual,Third Owner,5,Jaipur,20.36 kmpl,1197 CC,78.9 bhp
Mahindra Xylo E4,2009,0.51,0.01,0.16,230000,Diesel,Individual,Manual,Third Owner,5,Kolkata,25.8 kmpl,1498 CC,98.6 bhp
Maruti Esteem Vxi - BSIII,2006,0.57,0,0.15,70000,Petrol,Individual,Manual,Third Owner,5,Hyderabad,17.5 kmpl,1896 CC,106 bhp
Maruti Swift VDI BSIV,2017,0.58,-0.03,0.12,80362,Diesel,Individual,Manual,First Owner,5,Delhi,19.87 kmpl,1461 CC,83.8 bhp
Hyundai i20 1.2 Sportz,2012,0.75,-0.05,0.1,110000,Petrol,Individual,Manual,Third Owner,7,Chennai,17.45 kmpl,1493 CC,100 bhp
Chevrolet Beat Diesel LT,2012,6.79,3.1,3.25,60000,Diesel,Individual,Manual,First Owner,5,Mumbai,24.3 kmpl,1248 CC,88.5 bhp
Chevrolet Cruze LTZ AT,2015,5.7,4.25,4.4,50000,Diesel,Individual,Automatic,First Owner,5,Kochi,18.6 kmpl,1197 CC,81.83 bhp
Nissan Micra XL,2014,4.6,2.8,2.95,40000,Petrol,Individual,Manual,Second Owner,5,Jaipur,14.7 kmpl,1390 CC,85 bhp
BMW 5 Series 520d Luxury Line,2017,4.43,2.6,2.75,40000,Diesel,Individual,Automatic,First Owner,5,Pune,15.64 kmpl,1193 CC,64.1 bhp
Chevrolet Enjoy 1.3 TCDi LS 8,2013,5.7,5.1,5.25,20000,Diesel,Dealer,Manual,First Owner,5,Delhi,15.73 kmpl,1968 CC,174.33 bhp
Hyundai EON Era Plus Option,2014,7.13,5.6,5.75,55000,Petrol,Dealer,Manual,First Owner,5,Mumbai,14.7 kmpl,1798 CC,177.5 bhp
Fiat Linea T Jet Emotion,2018,5.7,5,5.15,1136,Petrol,Dealer,Manual,First Owner,5,Delhi,23.59 kmpl,1364 CC,67.06 bhp
Renault Scala RxL,2013,8.1,7.75,7.9,55000,Petrol,Dealer,Manual,First Owner,,Kolkata,16.1 kmpl,1365 CC,67.06 bhp
Ford Figo Petrol Titanium,2014,5.7,4.7,4.85,43000,Petrol,Dealer,Manual,First Owner,5,Kochi,14.8 kmpl,1595 CC,120.7 bhp
Maruti Ciaz ZDi SHVS,2016,4.6,2.95,3.1,60000,Diesel,Individual,Manual,First Owner,5,Kolkata,27.4 kmpl,1498 CC,98.6 bhp
Skoda Rapid 1.5 TDI Ambition BSIV,2018,14.79,11.6,11.75,2650,Diesel,Dealer,Manual,First Owner,5,Jaipur,22.32 kmpl,1582 CC,126.32 bhp
Mahindra XUV500 W6 2WD,2017,13.6,11.1,11.25,40000,Diesel,Individual,Manual,First Owner,5,Mumbai,20.46 kmpl,1461 CC,83.8 bhp
Mahindra XUV300 W8 Option,2019,6.79,2.75,2.9,15000,Petrol,Dealer,Manual,First Owner,5,Delhi,15.29 kmpl,1591 CC,121.3 bhp
Maruti Ertiga SHVS ZDI,2016,5.7,5.1,5.25,115962,Diesel,Individual,Manual,Second Owner,5,Mumbai,20.51 kmpl,998 CC,67 bhp
Nissan Terrano XE D,2015,9.4,4.35,4.5,65000,Diesel,Dealer,Manual,First Owner,5,Kolkata,11.74 kmpl,1796 CC,186 bhp
Maruti S-Cross Facelift,2017,4.43,2.75,2.9,40000,Diesel,Individual,Manual,First Owner,5,Delhi,11.8 kmpl,2967 CC,246.7 bhp
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,4.43,3,3.15,58000,Diesel,Dealer,Manual,First Owner,5,Pune,19.81 kmpl,1086 CC,68.05 bhp
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,9.4,6.3,6.45,15000,Diesel,Individual,Automatic,First Owner,5,Mumbai,14.3 kmpl,1598 CC,103.52 bhp
Hyundai EON Era Plus,2012,9.4,4.35,4.5,54000,Petrol,Dealer,Manual,First Owner,5,Hyderabad,14.67 kmpl,1798 CC,177.46 bhp
Volkswagen Ameo 1.5 TDI Highline,2017,4.43,3.35,3.5,56000,Diesel,Dealer,Manual,First Owner,5,Coimbatore,17.19 kmpl,1197 CC,81.86 bhp
Maruti Alto LX,2006,6.79,4.35,4.5,120000,Petrol,Individual,Manual,Third Owner,5,Kolkata,25.8 kmpl,1498 CC,98.6 bhp
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,7.6,5.85,6,90000,LPG,Individual,Manual,Second Owner,5,Chennai,18.9 kmpl,998 CC,67.1 bhp
Maruti Alto LX,2012,9.4,8.1,8.25,70000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,21.03 kmpl,1461 CC,65 bhp
Hyundai Verna i (Petrol),2008,9.4,4.96,5.11,90000,Petrol,Individual,Manual,Second Owner,5,Coimbatore,19.27 kmpl,2143 CC,167.62 bhp
Mahindra Renault Logan 1.5 DLS,2008,4.6,2.55,2.7,213000,Diesel,Individual,Manual,First Owner,5,Kolkata,22.5 kmpl,998 CC,67.04 bhp
Chevrolet Optra Magnum 2.0 LS BSIII,2012,5.7,5.1,5.25,120000,Diesel,Individual,Manual,First Owner,5,Coimbatore,19.01 kmpl,1461 CC,108.5 bhp
Mahindra Scorpio S11 BSIV,2017,4.43,2.4,2.55,20000,Diesel,Individual,Manual,First Owner,5,Delhi,17.8 kmpl,1248 CC,null bhp
Hyundai i20 Active 1.2 SX,2017,9.4,4.8,4.95,10000,Petrol,Individual,Manual,First Owner,4,Kochi,16.82 kmpl,1998 CC,189.08 bhp
Maruti SX4 Celebration Diesel,2012,6.79,2.95,3.1,80000,Diesel,Individual,Manual,Second Owner,5,Bangalore,0.0 kmpl,1498 CC,99 bhp
Hyundai Grand i10 Magna,2015,9.4,6,6.15,90000,Petrol,Individual,Manual,First Owner,5,Jaipur,17.2 kmpl,1396 CC,53.5 bhp
Maruti Alto LXi BSIII,2008,9.4,9.1,9.25,80000,Petrol,Individual,Manual,First Owner,5,Kochi,18.6 kmpl,1199 CC,76.8 bhp
Maruti SX4 Zxi with Leather BSIII,2008,14.79,11.3,11.45,60000,Petrol,Individual,Manual,Second Owner,5,Mumbai,22.07 kmpl,1199 CC,73.9 bhp
Hyundai i10 Era,2011,5.7,3.75,3.9,139000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,22.9 kmpl,1248 CC,74 bhp
Toyota Innova 2.5 V Diesel 7-seater,2011,5.7,5.35,5.5,160000,Diesel,Individual,Manual,Second Owner,5,Kolkata,20.0 kmpl,1399 CC,68.05 bhp
Honda Mobilio V i DTEC,2014,9.4,8.95,9.1,150000,Diesel,Individual,Manual,First Owner,7,Kochi,11.36 kmpl,2755 CC,171.5 bhp
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,4.43,2.95,3.1,163000,Diesel,Individual,Manual,Fourth & Above Owner,7,Mumbai,11.72 kmpl,2199 CC,194.3 bhp
Tata Indica V2 2001-2011 DLS BSIII,2009,13.6,11.1,11.25,120000,Diesel,Dealer,Manual,First Owner,5,Kolkata,17.4 kmpl,1497 CC,117.3 bhp
Tata Indica Vista TDI LS,2011,9.4,4.65,4.8,120000,Diesel,Individual,Manual,Second Owner,5,Kochi,18.6 kmpl,1197 CC,81.83 bhp
Chevrolet Beat Diesel LS,2012,4.43,1.85,2,100000,Diesel,Individual,Manual,Second Owner,5,Kochi,19.27 kmpl,2143 CC,167.62 bhp
Tata Zest Quadrajet 1.3 75PS XE,2015,9.4,5.2,5.35,140000,Diesel,Dealer,Manual,First Owner,5,Mumbai,25.44 kmpl,936 CC,57.6 bhp
Skoda Fabia 1.2L Diesel Ambiente,2010,7.13,4.6,4.75,87000,Diesel,Dealer,Manual,Second Owner,5,Kochi,22.54 kmpl,1396 CC,88.73 bhp
Maruti 800 Std,2013,7.13,4.25,4.4,70000,Petrol,Individual,Manual,First Owner,7,Coimbatore,12.99 kmpl,2494 CC,100.6 bhp
Ford Figo Petrol Titanium,2015,7.6,6.1,6.25,50000,Petrol,Individual,Manual,Second Owner,7,Chennai,20.77 kmpl,1248 CC,88.76 bhp
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,9.4,5.8,5.95,70000,Diesel,Individual,Manual,First Owner,7,Mumbai,12.8 kmpl,2494 CC,102 bhp
Honda Mobilio V i DTEC,2014,9.4,5.05,5.2,150000,Diesel,Individual,Manual,First Owner,5,Mumbai,17.0 kmpl,1086 CC,null bhp
Hyundai Grand i10 1.2 CRDi Asta,2018,6.79,3.6,3.75,25000,Diesel,Individual,Manual,First Owner,5,Kochi,17.8 kmpl,1497 CC,117.3 bhp
Chevrolet Beat Diesel LT,2011,9.4,5.8,5.95,80000,Diesel,Individual,Manual,Second Owner,5,Ahmedabad,17.05 kmpl,1995 CC,184 bhp
Datsun GO Plus T Option Petrol,2018,4.6,3.85,4,10000,Petrol,Individual,Manual,First Owner,5,Mumbai,24.0 kmpl,1120 CC,70 bhp
Hyundai Grand i10 1.2 Kappa Asta,2018,7.6,5.1,5.25,32000,Petrol,Individual,Manual,First Owner,5,Chennai,28.09 kmpl,1248 CC,88.5 bhp
Maruti Omni MPI STD BSIV,2018,13.6,12.75,12.9,10000,Petrol,Individual,Manual,First Owner,5,Kolkata,20.5 kmpl,1598 CC,103.6 bhp
Maruti Baleno Alpha 1.2,2017,9.9,4.85,5,52000,Petrol,Dealer,Manual,First Owner,5,Kochi,13.1 kmpl,1493 CC,82 bhp
Ford Fiesta Classic 1.4 SXI Duratorq,2006,6.82,5.25,5.4,120000,Diesel,Individual,Manual,Third Owner,5,Jaipur,19.91 kmpl,1498 CC,103.6 bhp
Hyundai Elite i20 Asta Option BSIV,2019,9.9,7.05,7.2,11240,Petrol,Individual,Manual,First Owner,5,Coimbatore,18.7 kmpl,1199 CC,88.7 bhp
Hyundai Grand i10 CRDi Magna,2017,9.9,5.1,5.25,66000,Diesel,Dealer,Manual,First Owner,5,Jaipur,19.81 kmpl,1086 CC,68.05 bhp
Maruti Ertiga SHVS ZDI,2017,5.35,2.85,3,64000,Diesel,Dealer,Manual,First Owner,5,Kochi,16.38 kmpl,1995 CC,183 bhp
Hyundai Santro Xing GL Plus,2013,13.6,10.1,10.25,49000,Petrol,Individual,Manual,First Owner,7,Pune,13.68 kmpl,2393 CC,147.8 bhp
Tata Sumo GX TC 7 Str BSIII,2006,13.6,8.35,8.5,100000,Diesel,Individual,Manual,Second Owner,5,Jaipur,19.7 kmpl,796 CC,35 bhp
Renault KWID RXT,2018,13.6,8.25,8.4,26500,Petrol,Individual,Manual,First Owner,5,Coimbatore,20.4 kmpl,1197 CC,81.80 bhp
Maruti 800 AC,2002,7,3.75,3.9,100000,Petrol,Individual,Manual,Second Owner,5,Mumbai,18.9 kmpl,1197 CC,82 bhp
Maruti Vitara Brezza LDi Option,2017,13.6,9,9.15,72000,Diesel,Dealer,Manual,First Owner,5,Pune,22.9 kmpl,1248 CC,74 bhp
Honda Jazz S,2009,5.97,5.35,5.5,50000,Petrol,Individual,Manual,First Owner,5,Hyderabad,22.0 kmpl,1582 CC,126.2 bhp
Hyundai i20 1.4 Sportz,2017,5.8,3.85,4,44000,Diesel,Dealer,Manual,First Owner,5,Hyderabad,0.0 kmpl,1086 CC,null bhp
Maruti Ertiga SHVS ZDI Plus,2017,7.7,6.45,6.6,60000,Diesel,Individual,Manual,Second Owner,5,Mumbai,17.0 kmpl,1197 CC,80 bhp
Tata Sumo SE Plus BSIII,2002,7,3.85,4,120000,Diesel,Individual,Manual,First Owner,5,Coimbatore,11.57 kmpl,2987 CC,254.79 bhp
Mahindra Xylo E4,2010,8.7,6.35,6.5,130000,Diesel,Individual,Manual,First Owner,5,Bangalore,15.8 kmpl,2148 CC,170 bhp
Maruti Swift ZDi BSIV,2017,7,3.5,3.65,70000,Diesel,Individual,Manual,First Owner,5,Hyderabad,23.2 kmpl,1248 CC,73.94 bhp
Maruti Ertiga VXI,2014,9.4,8.2,8.35,20000,Petrol,Individual,Manual,First Owner,5,Bangalore,19.67 kmpl,1582 CC,126.2 bhp
Hyundai i20 1.4 Magna ABS,2009,5.8,4.65,4.8,60000,Diesel,Individual,Manual,Second Owner,5,Pune,19.0 kmpl,998 CC,66.1 bhp
Maruti Alto LXi,2007,10,6.55,6.7,195000,Petrol,Individual,Manual,First Owner,5,Delhi,19.64 kmpl,1461 CC,108.45 bhp
Maruti Alto LXi,2010,10,3.95,4.1,90000,Petrol,Individual,Manual,Second Owner,5,Delhi,17.8 kmpl,1248 CC,76 bhp
Hyundai Getz GL,2006,10,2.85,3,80000,Petrol,Individual,Manual,Third Owner,5,Coimbatore,16.55 kmpl,2993 CC,258 bhp
Maruti Wagon R LX BS IV,2011,10,7.35,7.5,155000,Petrol,Individual,Manual,First Owner,5,Bangalore,20.36 kmpl,1197 CC,78.9 bhp
Mahindra Bolero Power Plus SLX,2019,7.5,2.1,2.25,35000,Diesel,Individual,Manual,First Owner,7,Pune,12.8 kmpl,2494 CC,102 bhp
Hyundai i20 1.2 Spotz,2018,6.8,5.15,5.3,20000,Petrol,Individual,Manual,Second Owner,5,Mumbai,17.3 kmpl,993 CC,60 bhp
Maruti Wagon R LXI Minor,2010,13.6,10.75,10.9,80000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,28.4 kmpl,1248 CC,74 bhp
Maruti Alto 800 VXI,2017,13.6,8.5,8.65,20000,Petrol,Individual,Manual,First Owner,8,Pune,12.05 kmpl,2179 CC,120 bhp
Hyundai i20 Asta (o),2009,13.6,9.55,9.7,50000,Petrol,Individual,Manual,First Owner,5,Pune,22.95 kmpl,1248 CC,74 bhp
Hyundai i20 Asta,2010,8.4,5.85,6,110000,Petrol,Individual,Manual,Second Owner,5,Mumbai,18.88 kmpl,999 CC,123.24 bhp
Hyundai Verna 1.6 SX CRDi (O),2013,13.6,6.1,6.25,29000,Diesel,Individual,Manual,First Owner,5,Jaipur,23.4 kmpl,1248 CC,74 bhp
Mahindra Xylo D2 BSIV,2013,5.9,5.1,5.25,120000,Diesel,Individual,Manual,First Owner,5,Kochi,22.74 kmpl,796 CC,47.3 bhp
Mahindra Bolero SLX 2WD BSIII,2011,7.6,1.95,2.1,70000,Diesel,Individual,Manual,Second Owner,5,Jaipur,17.0 kmpl,1497 CC,118 bhp
Maruti Ertiga VXI ABS,2013,14,8.1,8.25,40000,Petrol,Individual,Manual,First Owner,7,Kochi,12.07 kmpl,2967 CC,241.4 bhp
Honda Brio 1.2 E MT,2017,11.8,8.84,8.99,20000,Petrol,Individual,Manual,First Owner,5,Mumbai,17.0 kmpl,1896 CC,105 bhp
Toyota Etios Liva G,2013,5.9,3.35,3.5,50000,Petrol,Individual,Manual,Second Owner,5,Kochi,17.1 kmpl,1591 CC,121.3 bhp
Maruti Alto 800 LXI,2013,8.5,7.25,7.4,50000,Petrol,Individual,Manual,First Owner,5,Jaipur,16.8 kmpl,1497 CC,118 bhp
Maruti Swift Dzire 1.2 Vxi BSIV,2012,7.9,5.5,5.65,49000,Petrol,Individual,Manual,Second Owner,5,Kolkata,21.9 kmpl,1396 CC,88.8 bhp
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,7.5,5.6,5.75,70000,Diesel,Individual,Automatic,Second Owner,5,Coimbatore,15.0 kmpl,1396 CC,98.6 bhp
Mahindra Bolero SLX,2011,13.6,8.25,8.4,90000,Diesel,Individual,Manual,Second Owner,5,Hyderabad,20.54 kmpl,1598 CC,103.6 bhp
Mahindra XUV500 W11 Option AWD,2020,13.6,9.96,10.11,25000,Diesel,Dealer,Manual,First Owner,5,Ahmedabad,17.4 kmpl,1497 CC,117.3 bhp
Tata Tiago 1.2 Revotron XZ,2018,6.4,4.35,4.5,4000,Petrol,Individual,Manual,First Owner,5,Pune,22.95 kmpl,1248 CC,74 bhp
Mahindra Marazzo M8 8Str,2018,6.1,5.25,5.4,10000,Diesel,Individual,Manual,First Owner,5,Pune,18.48 kmpl,1995 CC,177 bhp
Renault Duster 110PS Diesel RxL,2015,8.4,6.25,6.4,15000,Diesel,Individual,Manual,First Owner,5,Delhi,18.9 kmpl,1061 CC,67 bhp
Hyundai EON Magna Plus,2018,9.9,3.1,3.25,30000,Petrol,Individual,Manual,First Owner,5,Delhi,18.2 kmpl,1199 CC,88.7 bhp
Maruti Wagon R VXI,2014,6.8,3.6,3.75,41000,Petrol,Dealer,Manual,First Owner,5,Coimbatore,15.0 kmpl,1896 CC,105 bhp
Chevrolet Spark 1.0 LT,2012,13.09,8.4,8.55,28000,Petrol,Individual,Manual,First Owner,5,Hyderabad,20.36 kmpl,1197 CC,78.9 bhp
Maruti Baleno Alpha,2019,11.6,9.35,9.5,16000,Petrol,Individual,Manual,First Owner,5,Kochi,19.27 kmpl,2143 CC,170 bhp
Hyundai EON 1.0 Kappa Magna Plus,2015,5.9,3.85,4,70000,Petrol,Individual,Manual,First Owner,5,Pune,20.36 kmpl,1197 CC,78.9 bhp
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,11,3.2,3.35,10832,Petrol,Dealer,Manual,First Owner,7,Chennai,13.68 kmpl,2393 CC,147.8 bhp
Ford Figo Aspire Facelift,2018,12.5,11.35,11.5,14681,Diesel,Dealer,Manual,First Owner,5,Kochi,17.68 kmpl,1968 CC,174.33 bhp
Hyundai i10 Era,2009,5.9,5.15,5.3,50000,Petrol,Individual,Manual,First Owner,7,Hyderabad,12.99 kmpl,2494 CC,100.6 bhp
Mahindra Bolero SLX,2016,6.8,6.05,6.2,51000,Diesel,Dealer,Manual,First Owner,5,Mumbai,16.47 kmpl,1198 CC,73.9 bhp
Hyundai Verna 1.4 VTVT,2015,7.2,6.8,6.95,25000,Petrol,Individual,Manual,First Owner,5,Hyderabad,20.92 kmpl,998 CC,67.1 bhp
Chevrolet Sail 1.2 LT ABS,2014,5.5,5.1,5.25,30000,Petrol,Individual,Manual,First Owner,5,Mumbai,18.0 kmpl,1497 CC,117.3 bhp
Honda City i-DTEC SV,2014,6.6,6.2,6.35,80000,Diesel,Dealer,Manual,First Owner,5,Coimbatore,17.0 kmpl,1405 CC,70 bhp
Hyundai Grand i10 1.2 Kappa Asta,2017,5.4,5,5.15,50000,Petrol,Individual,Manual,First Owner,5,Kochi,17.68 kmpl,1968 CC,174.33 bhp
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,8.1,7.7,7.85,200000,Diesel,Individual,Manual,First Owner,5,Delhi,17.9 kmpl,2143 CC,136 bhp
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,4.2,3.8,3.95,44000,Petrol,Dealer,Manual,First Owner,5,Chennai,0.0 kmpl,1086 CC,null bhp
Maruti Baleno Sigma 1.2,2015,4.3,3.9,4.05,10000,Petrol,Individual,Manual,First Owner,5,Kolkata,17.8 kmpl,1248 CC,null bhp
Tata Tiago 1.2 Revotron XZ,2019,2.9,2.5,2.65,19600,Petrol,Individual,Manual,First Owner,5,Hyderabad,23.1 kmpl,998 CC,67.04 bhp
Maruti Wagon R LXI,2005,6.9,6.5,6.65,40000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,17.9 kmpl,2143 CC,201.15 bhp
Chevrolet Beat Diesel LS,2011,6.5,6.1,6.25,50000,Diesel,Individual,Manual,First Owner,5,Delhi,12.7 kmpl,2179 CC,187.7 bhp
Maruti A-Star Vxi,2009,11.2,10.8,10.95,46730,Petrol,Individual,Manual,First Owner,5,Hyderabad,20.54 kmpl,1598 CC,103.6 bhp
Datsun GO A,2015,22.3,21.9,22.05,40000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,14.0 kmpl,796 CC,35 bhp
Skoda Yeti Ambition 4WD,2011,6.9,6.5,6.65,80000,Diesel,Individual,Manual,First Owner,5,Kochi,18.5 kmpl,1198 CC,86.8 bhp
Maruti Zen LXi BSII,2002,9.8,9.4,9.55,80000,Petrol,Individual,Manual,Second Owner,7,Hyderabad,14.07 kmpl,2956 CC,83.1 bhp
Hyundai Verna CRDi 1.6 EX,2018,6.5,6.1,6.25,24000,Diesel,Individual,Manual,First Owner,5,Pune,18.0 kmpl,1248 CC,75 bhp
Ford Aspire Titanium Diesel BSIV,2017,4.6,4.2,4.35,21170,Diesel,Dealer,Manual,First Owner,5,Delhi,18.9 kmpl,998 CC,67.1 bhp
BMW 3 Series 320d Sport,2013,6.3,5.9,6.05,167223,Diesel,Dealer,Automatic,First Owner,7,Hyderabad,16.0 kmpl,2179 CC,140 bhp
Maruti Ertiga SHVS ZDI Plus,2017,8.9,8.5,8.65,40000,Diesel,Individual,Manual,First Owner,5,Pune,17.1 kmpl,1396 CC,70 bhp
BMW X1 sDrive 20d Exclusive,2011,9.1,8.7,8.85,60000,Diesel,Individual,Automatic,First Owner,7,Mumbai,16.02 kmpl,1373 CC,93.7 bhp
Toyota Innova Crysta 2.4 VX MT,2016,9.4,9,9.15,141440,Diesel,Dealer,Manual,First Owner,5,Mumbai,11.7 kmpl,2354 CC,177.6 bhp
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,5.8,5.4,5.55,120000,Diesel,Individual,Manual,Third Owner,5,Kolkata,19.3 kmpl,1248 CC,73.9 bhp
Mitsubishi Outlander 2.4,2012,5.7,5.3,5.45,140000,Petrol,Individual,Automatic,First Owner,5,Hyderabad,17.8 kmpl,1399 CC,68 bhp
Mahindra XUV500 W8 2WD,2012,2.8,2.4,2.55,212814,Diesel,Dealer,Manual,First Owner,5,Kolkata,17.7 kmpl,1497 CC,78 bhp
Maruti Baleno Alpha 1.3,2019,5.2,4.8,4.95,30000,Diesel,Individual,Manual,First Owner,5,Kochi,17.68 kmpl,1968 CC,174.33 bhp
Ford Figo Aspire 1.5 TDCi Titanium,2017,9.6,9.2,9.35,88635,Diesel,Dealer,Manual,First Owner,4,Mumbai,9.52 kmpl,2993 CC,313 bhp
Maruti Swift Dzire VDI,2018,8.7,8.3,8.45,25000,Diesel,Individual,Manual,First Owner,7,Coimbatore,14.75 kmpl,2967 CC,245 bhp
Hyundai i20 1.2 Spotz,2017,4.4,4,4.15,20000,Petrol,Individual,Manual,Second Owner,5,Pune,26.3 km/kg,998 CC,67.1 bhp
Renault Duster 110PS Diesel RxZ,2012,4.5,4.1,4.25,110000,Diesel,Individual,Manual,Second Owner,5,Pune,23.0 kmpl,1396 CC,90 bhp
Maruti Swift Vdi BSIII,2008,4.5,4.1,4.25,120000,Diesel,Individual,Manual,Third Owner,5,Bangalore,16.95 kmpl,1197 CC,78.9 bhp
